"";"we.ep";"we.eBH";"wi.ep";"wi.eBH";"rab.all";"rab.win.With_mint";"rab.win.Without_mint";"diff.btw";"diff.win";"effect";"effect.low";"effect.high";"overlap"
"Otu0059";0,554878485178391;0,963522244085788;0,615857671740025;0,980240004073971;1,50672089193085;1,3382403278473;1,64917377619203;0,801762231091707;4,37485342025792;0,154796379637058;-3,24546141066805;4,71660538776652;0,42621528251411
"Otu0060";0,629079119475713;0,970443249861955;0,671728937422871;0,984078193632017;1,52786940001866;2,17698043379415;1,01546009442484;-0,46842868383699;5,09326332876177;-0,0866333936935689;-4,29228104024463;3,73803226819318;0,454861113968824
"Otu0061";0,707946044283721;0,974784831636825;0,824248958761826;0,989502369592739;3,30140407791976;3,57736763143833;3,07734855276905;0,141962338170319;4,28885420449276;0,0329847493796068;-4,14549464279873;3,89971921747304;0,485243056483002
"Otu0062";0,605347942158525;0,967696180077011;0,709007352941176;0,984838918314908;1,93496302007109;2,01592573396077;1,86355634593596;-0,093917860385222;3,72778426394685;-0,0245852377613178;-4,769074372983;3,56701626892164;0,489583333987715
"Otu0063";0,522586733952423;0,959814760922169;0,552533197501028;0,976047958662763;0,0303567031586329;-0,312350019339715;0,330991324436524;0,650450224223092;4,5832829308008;0,113810254568752;-3,15390813680152;4,38247020524829;0,444058980133913
"Otu0064";0,250729134137147;0,935828461412031;0,245051547716989;0,960182566881869;5,96052025244308;4,3954163300092;6,43385527999986;1,93098012358033;4,94695550620687;0,336153862784452;-2,6589831717143;6,53541250473451;0,318576402008371
"Otu0065";0,560823976199692;0,964508460080288;0,620818818130399;0,98310022785473;0,716057973659139;0,862148058537795;0,611842226188148;-0,235571430343938;4,69412917726382;-0,0438916341123305;-3,71244053790004;3,57741543112508;0,482638889980367
"Otu0066";0,212110118529799;0,907116672159619;0,168161571883998;0,886467879881958;0,710843369281216;-0,302555537991165;2,02929459615137;2,12431657801502;3,77965717889584;0,478362428706943;-2,642065372987;6,79855611674735;0,254119708100041
"Otu0067";0,434236116511565;0,938176906285365;0,467411655440148;0,951753049156771;0,241288425416466;-0,243559564658351;0,769659626014743;1,19560294228993;5,01409301501718;0,21638811237839;-2,85757953753359;4,67558330250299;0,384548618768978
"Otu0068";0,861095517019992;0,98548170817298;0,911531873457425;0,994077954451889;6,04749109661474;6,20294213242402;5,48563935555946;0,0576087683524227;3,73635849625761;0,0150866986837671;-3,86208460644385;4,26095395762482;0,493055555991705
